YearRemodAdd,Kitchen,PID,MS SubClass,MS Zoning,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Heating QC,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fence,Bedroom,Full Bath,Half Bath,Gr Liv Area,Yr Sold,Mo Sold,Sale Type,Sale Condition,SalePrice,Misc Feature,Misc Val,Pool Area,Pool QC,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built
1962,2,534429030,90,RL,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,Slab,GasA,0,SBrkr,1224,0,0,TA,TA,6,Typ,0,NA,Y,0,0,0,0,0,NA,2,2,0,1224,2007,3,WD ,Normal,101800,NA,0,0,NA,CarPort,1962,Unf,2,462,TA,TA,NA,NA,NA,NA,0,NA,0,0,0,0,0,70,9842,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Normal,Duplex,1Story,4,5,1962
1960,1,534429130,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88,TA,TA,CBlock,GasA,0,SBrkr,1248,0,0,Ex,TA,6,Typ,0,NA,Y,0,0,0,0,0,MnPrv,3,1,0,1248,2006,5,WD ,Normal,151500,NA,0,0,NA,Attchd,1960,Unf,1,286,TA,TA,TA,TA,No,ALQ,632,Unf,0,616,1248,1,0,80,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1960
1961,1,534429150,80,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,90,TA,TA,CBlock,GasA,0,SBrkr,1576,0,0,Ex,Gd,7,Typ,1,Po,Y,85,0,0,0,0,NA,4,1,0,1576,2009,9,WD ,Normal,174500,NA,0,0,NA,BuiltIn,1961,Fin,2,368,TA,TA,TA,TA,Gd,ALQ,568,Unf,0,640,1208,1,0,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,SLvl,6,6,1961
1950,1,534430050,30,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,0,SBrkr,816,0,0,Ex,TA,4,Typ,1,Fa,Y,228,0,40,0,0,MnPrv,2,1,0,816,2006,7,WD ,Normal,129800,NA,0,0,NA,Attchd,1949,Unf,1,240,TA,TA,TA,TA,No,BLQ,574,Unf,0,242,816,1,0,60,8550,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,8,1934
1996,1,534430080,20,RL,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,0,FuseA,1078,0,0,Gd,Gd,5,Typ,0,NA,Y,366,0,112,0,0,NA,2,1,0,1078,2010,4,WD ,Normal,142125,NA,0,0,NA,Attchd,1950,Unf,1,240,TA,TA,TA,TA,Mn,GLQ,49,Rec,1029,0,1078,1,0,68,9717,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1950
1950,1,534430090,20,RL,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,0,FuseA,932,0,0,Ex,Gd,4,Typ,1,Gd,Y,0,0,214,0,0,GdPrv,2,1,0,932,2007,11,WD ,Normal,124000,NA,0,0,NA,Attchd,1950,Unf,1,306,TA,TA,TA,TA,No,Unf,0,Unf,0,932,932,0,0,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,5,1950
1954,1,534430110,20,RL,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,0,SBrkr,1008,0,0,Gd,TA,4,Typ,1,Gd,Y,0,0,120,0,0,NA,2,1,0,1008,2006,7,WD ,Normal,137000,NA,0,0,NA,Attchd,1954,RFn,1,275,TA,TA,TA,TA,No,BLQ,486,Unf,0,522,1008,0,0,0,11425,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1954
1996,1,534431020,45,RL,Gable,CompShg,Wd Sdng,HdBoard,None,0,TA,TA,PConc,GasA,0,SBrkr,908,0,0,TA,TA,4,Typ,0,NA,Y,284,24,0,0,192,MnPrv,2,1,0,908,2007,10,WD ,Normal,138500,NA,0,0,NA,Attchd,1975,Unf,2,512,TA,TA,TA,TA,No,LwQ,130,Rec,259,433,822,0,0,85,12172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Unf,5,7,1940
1950,1,534431030,20,RL,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,GasA,0,SBrkr,1043,0,0,Ex,TA,5,Typ,1,Gd,Y,125,48,0,0,0,GdWo,2,1,0,1043,2006,5,WD ,Normal,137000,NA,0,0,NA,Detchd,1947,Unf,1,273,TA,TA,TA,TA,No,Unf,0,Unf,0,938,938,0,0,68,9724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1947
2002,1,534431050,50,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,265,Gd,TA,CBlock,GasA,0,SBrkr,1929,532,0,Gd,TA,7,Min2,2,Gd,Y,0,0,0,0,0,GdWo,3,2,0,2461,2010,3,WD ,Normal,197600,NA,0,0,NA,Detchd,1994,Unf,2,400,TA,TA,TA,TA,No,LwQ,670,Unf,0,470,1140,0,0,68,9724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Fin,5,7,1952
1950,1,534431070,50,RL,Gable,CompShg,MetalSd,MetalSd,Stone,340,TA,Gd,CBlock,GasA,0,SBrkr,1019,537,0,TA,TA,6,Typ,1,Gd,Y,0,0,150,0,0,NA,3,2,0,1556,2010,1,WD ,Normal,172500,NA,0,0,NA,Attchd,1949,Unf,2,470,TA,TA,TA,TA,No,Rec,300,Unf,0,482,782,0,0,120,17360,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,1.5Fin,6,6,1949
1955,1,534431130,20,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,0,SBrkr,960,0,0,Gd,TA,5,Typ,0,NA,Y,0,70,0,0,0,MnPrv,2,1,0,960,2009,2,WD ,Normal,122000,NA,0,0,NA,Attchd,1955,RFn,1,330,TA,TA,TA,TA,No,Rec,100,ALQ,247,613,960,1,0,68,9768,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1955
1950,1,534450090,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Fa,Fa,Slab,GasA,0,FuseF,334,0,0,Fa,Fa,2,Typ,0,NA,N,0,0,0,0,0,NA,1,1,0,334,2007,1,WD ,Normal,39300,NA,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,50,5000,Pave,NA,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Normal,1Fam,1Story,1,3,1946
1950,1,534450110,20,RL,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,CBlock,GasA,0,SBrkr,666,0,0,Fa,Gd,4,Typ,0,NA,N,0,52,0,0,0,MnPrv,2,1,0,666,2007,4,WD ,Normal,64500,NA,0,0,NA,NA,0,NA,0,0,NA,NA,Fa,Fa,No,LwQ,299,Unf,0,367,666,0,1,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,3,3,1946
1950,1,534450150,30,RL,Hip,CompShg,VinylSd,VinylSd,None,0,Fa,TA,CBlock,GasA,0,SBrkr,708,0,0,Gd,Fa,5,Typ,0,NA,Y,164,0,0,0,0,NA,2,1,0,708,2009,12,WD ,Normal,82500,NA,0,0,NA,NA,0,NA,0,0,NA,NA,TA,TA,No,LwQ,280,Unf,0,140,420,0,0,50,5330,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,4,7,1940
2008,1,534450180,20,RL,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Gd,CBlock,GasA,0,SBrkr,858,0,0,Gd,TA,4,Typ,0,NA,Y,117,0,0,0,0,NA,2,1,0,858,2010,2,WD ,Normal,116500,NA,0,0,NA,NA,0,NA,0,0,NA,NA,TA,TA,Gd,BLQ,696,Unf,0,162,858,1,0,50,7207,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,5,7,1958
1950,1,534451020,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,0,FuseA,442,228,0,TA,Fa,4,Typ,0,NA,N,0,21,0,0,0,MnPrv,2,1,0,670,2007,7,WD ,Normal,64000,Shed,2000,0,NA,NA,0,NA,0,0,NA,NA,TA,TA,No,LwQ,144,Unf,0,226,370,1,0,51,3500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Normal,1Fam,1.5Fin,3,5,1945
1950,1,534451050,50,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,0,SBrkr,774,456,0,TA,TA,5,Typ,0,NA,Y,0,57,0,0,63,MnPrv,3,1,1,1230,2006,8,WD ,Abnorml,121600,NA,0,0,NA,Detchd,1946,Unf,1,305,TA,TA,TA,TA,No,ALQ,384,Unf,0,363,747,1,0,51,4712,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Normal,1Fam,1.5Fin,4,7,1946
1950,1,534451080,20,RL,Hip,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Floor,0,SBrkr,720,0,0,TA,TA,4,Typ,0,NA,Y,0,0,0,0,0,NA,2,1,0,720,2008,7,WD ,Normal,72500,NA,0,0,NA,Detchd,1955,Unf,1,287,TA,Fa,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,6627,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Normal,1Fam,1Story,3,6,1949
1950,1,534451110,50,RL,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161,TA,TA,CBlock,GasA,0,SBrkr,979,224,0,TA,Gd,5,Typ,1,TA,Y,0,0,248,0,0,NA,3,1,0,1203,2009,7,WD ,Normal,110000,NA,0,0,NA,Detchd,1950,Unf,1,352,TA,TA,TA,TA,No,LwQ,185,Unf,0,524,709,1,0,0,7015,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Normal,1Fam,1.5Fin,5,4,1950
1958,1,534451120,30,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,GasA,0,FuseA,869,0,0,TA,Fa,4,Typ,0,NA,Y,0,0,0,0,0,NA,2,1,0,869,2006,8,WD ,Normal,85500,NA,0,0,NA,NA,0,NA,0,0,NA,NA,Gd,TA,No,Unf,0,Unf,0,440,440,0,0,51,5900,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,4,7,1923
1953,1,534451130,30,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,108,TA,Gd,PConc,GasA,0,SBrkr,747,0,0,Gd,TA,5,Typ,0,NA,Y,0,0,32,0,0,NA,1,1,0,747,2006,6,WD ,Normal,79900,NA,0,0,NA,Detchd,1953,Unf,2,528,TA,TA,Fa,TA,Mn,Unf,0,Unf,0,600,600,0,0,52,5825,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,4,5,1926
1966,1,534451150,30,RL,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,Po,CBlock,GasA,0,SBrkr,1306,0,0,Ex,Fa,6,Mod,0,NA,Y,263,0,0,0,0,GdWo,3,1,0,1306,2010,5,WD ,Normal,76500,Shed,450,0,NA,NA,0,NA,0,0,NA,NA,TA,TA,No,Unf,0,Unf,0,728,728,0,0,55,5350,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,3,2,1940
2003,1,534451170,30,RL,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,GasA,0,SBrkr,729,0,0,Gd,TA,5,Maj2,0,NA,N,0,0,0,0,0,NA,2,1,0,729,2008,7,WD ,Normal,52000,NA,0,0,NA,NA,0,NA,0,0,NA,NA,TA,TA,No,Unf,0,Unf,0,270,270,0,0,56,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Normal,1Fam,1Story,3,6,1935
1950,2,534452060,190,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,GasA,0,SBrkr,1077,0,0,Ex,TA,5,Typ,2,TA,Y,0,4,0,0,0,NA,2,1,0,1077,2008,1,WD ,Normal,118000,NA,0,0,NA,Attchd,1939,RFn,1,205,Gd,TA,TA,TA,No,GLQ,851,Unf,0,140,991,1,0,50,7420,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939
2000,1,534453080,20,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,GasA,0,SBrkr,808,0,0,Ex,TA,5,Typ,0,NA,N,143,0,0,0,0,NA,2,1,0,808,2007,7,COD,Normal,112000,NA,0,0,NA,Detchd,1963,Unf,1,308,TA,TA,TA,TA,No,BLQ,150,ALQ,404,254,808,0,0,50,5175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,8,1958
1950,1,534453140,70,RL,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,GasA,0,SBrkr,453,453,0,TA,TA,5,Typ,0,NA,Y,0,0,0,0,0,NA,2,1,0,906,2008,9,WD ,Normal,87000,NA,0,0,NA,Basment,1937,Unf,1,231,Fa,TA,TA,TA,No,Rec,120,Unf,0,228,348,0,0,50,4882,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,BrkSide,RRAn,Feedr,1Fam,2Story,4,7,1937
1991,1,534453150,50,RL,Gable,CompShg,AsbShng,Plywood,None,0,TA,TA,PConc,GasA,0,SBrkr,936,316,0,Gd,TA,5,Typ,0,NA,Y,104,0,0,0,0,MnPrv,3,1,0,1252,2006,6,WD ,Normal,127000,NA,0,0,NA,Attchd,1986,Unf,2,576,TA,TA,Fa,TA,No,Unf,0,Unf,0,504,504,0,0,92,7438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908
1960,1,534455030,20,RL,Gable,CompShg,MetalSd,MetalSd,BrkFace,203,Fa,Fa,CBlock,GasA,0,SBrkr,1496,0,0,TA,Gd,6,Typ,0,NA,Y,0,22,0,0,0,MnPrv,3,2,0,1496,2008,2,WD ,Normal,141500,NA,0,0,NA,Attchd,1960,RFn,2,450,TA,TA,TA,TA,No,Rec,658,Unf,0,638,1296,0,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1960
1990,1,534455080,20,RL,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,GasA,0,SBrkr,1433,0,0,TA,TA,7,Min1,1,Gd,Y,144,0,205,0,0,NA,3,1,0,1433,2006,6,WD ,Normal,161000,NA,0,0,NA,Attchd,1961,Unf,2,441,TA,TA,TA,TA,Mn,BLQ,915,Unf,0,336,1251,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1961
1954,1,534475100,20,RL,Gable,CompShg,HdBoard,HdBoard,Stone,110,TA,TA,CBlock,GasA,0,SBrkr,1063,0,0,TA,TA,6,Typ,0,NA,Y,0,0,164,0,0,MnPrv,3,1,0,1063,2010,2,WD ,Normal,128000,NA,0,0,NA,Attchd,1954,RFn,1,280,TA,TA,TA,TA,No,Rec,354,LwQ,290,412,1056,1,0,80,9920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1954
1952,1,534475160,20,RL,Gable,CompShg,Wd Sdng,Plywood,Stone,150,TA,Gd,CBlock,GasA,0,SBrkr,1624,0,0,Ex,TA,6,Min1,1,Gd,Y,0,40,324,0,0,MnPrv,2,1,0,1624,2006,7,WD ,Partial,146500,NA,0,0,NA,Attchd,1952,RFn,1,240,TA,TA,TA,TA,Mn,LwQ,40,Unf,0,1404,1444,1,0,89,10858,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Normal,1Fam,1Story,5,6,1952
1978,1,534475170,60,RL,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272,TA,TA,CBlock,GasA,0,SBrkr,1127,850,0,TA,TA,9,Typ,1,TA,Y,0,52,0,0,0,GdPrv,4,1,1,1977,2007,6,WD ,Normal,165000,NA,0,0,NA,Attchd,1964,RFn,2,540,TA,TA,TA,TA,No,Rec,442,Unf,0,374,816,0,1,100,9500,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,1Fam,2Story,6,6,1964
1953,1,534475185,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90,TA,TA,CBlock,GasA,0,SBrkr,1505,0,0,Ex,TA,6,Typ,1,TA,Y,0,0,0,162,0,NA,2,1,0,1505,2009,2,WD ,Normal,149500,NA,0,0,NA,Attchd,1953,RFn,2,505,TA,TA,TA,TA,No,BLQ,1024,Unf,0,481,1505,1,0,128,12160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Normal,1Fam,1Story,6,4,1953
1967,1,534475250,20,RL,Gable,CompShg,BrkComm,Brk Cmn,None,0,Gd,TA,CBlock,GasA,0,SBrkr,1691,0,0,TA,TA,5,Typ,0,NA,Y,0,67,260,0,0,MnPrv,2,1,0,1691,2009,4,WD ,Normal,175000,NA,0,0,NA,Attchd,1967,Unf,2,550,Gd,TA,TA,TA,No,Rec,1173,Unf,0,507,1680,1,0,90,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Normal,1Fam,1Story,6,5,1967
1955,1,534476080,20,RL,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,TA,Gd,CBlock,GasA,0,SBrkr,1150,0,0,Ex,TA,6,Typ,0,NA,Y,0,0,0,0,175,MnPrv,2,1,0,1150,2007,10,WD ,Normal,144000,NA,0,0,NA,Attchd,1955,Fin,1,288,TA,TA,TA,TA,No,BLQ,368,Unf,0,710,1078,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1955
1951,1,534476100,20,RL,Gable,CompShg,HdBoard,HdBoard,Stone,144,TA,TA,CBlock,GasA,0,FuseA,1216,0,0,Ex,TA,7,Typ,0,NA,Y,0,0,0,0,0,NA,3,1,0,1216,2006,5,WD ,Normal,135000,NA,0,0,NA,Attchd,1951,RFn,1,280,TA,TA,TA,TA,No,ALQ,996,Unf,0,60,1056,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,5,1951
1953,1,534476150,20,RL,Hip,CompShg,HdBoard,HdBoard,Stone,238,TA,TA,CBlock,GasA,0,SBrkr,1644,0,0,TA,TA,7,Typ,2,Gd,Y,110,0,0,0,0,NA,3,1,0,1644,2009,10,WD ,Normal,167000,NA,0,0,NA,Attchd,1953,Fin,2,418,TA,TA,TA,TA,No,GLQ,1285,Unf,0,131,1416,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,6,5,1953
1972,1,534476260,80,RL,Gable,CompShg,AsbShng,AsbShng,BrkFace,164,TA,TA,CBlock,GasA,0,SBrkr,1520,0,0,Ex,TA,7,Typ,2,Gd,Y,0,0,189,0,0,NA,3,1,0,1520,2010,3,WD ,Normal,153000,NA,0,0,NA,Basment,1955,RFn,1,364,TA,TA,TA,TA,Av,BLQ,674,LwQ,132,350,1156,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SLvl,6,6,1955
1956,1,534476320,20,RL,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,GasA,0,SBrkr,1050,0,0,Gd,TA,5,Typ,0,NA,Y,0,0,0,0,0,NA,2,1,0,1050,2009,6,WD ,Normal,128900,NA,0,0,NA,Attchd,1956,Unf,1,338,TA,TA,TA,TA,No,Rec,504,Unf,0,546,1050,0,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,6,1956
1951,1,534477030,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,TA,TA,CBlock,GasA,0,FuseA,2136,0,0,TA,TA,7,Mod,0,NA,Y,0,30,0,0,0,MnPrv,4,2,0,2136,2006,10,WD ,Normal,137900,NA,0,0,NA,Detchd,1951,Unf,2,528,TA,TA,TA,Fa,No,LwQ,756,Unf,0,1380,2136,0,0,89,10680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,3,1951
1950,1,534477080,50,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,GasA,0,FuseA,1032,220,0,TA,TA,6,Typ,0,NA,Y,0,0,96,0,0,NA,3,1,0,1252,2008,4,WD ,Abnorml,119000,NA,0,0,NA,Attchd,1950,Unf,1,288,TA,TA,TA,TA,No,BLQ,280,Unf,0,752,1032,0,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Fin,6,5,1950
2006,1,534477090,20,RL,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,GasA,0,SBrkr,1337,0,0,Gd,Gd,7,Typ,1,Gd,Y,0,192,0,0,0,NA,3,1,0,1337,2008,9,WD ,Normal,141500,NA,0,0,NA,Attchd,1950,RFn,1,264,TA,TA,TA,TA,No,BLQ,32,Rec,308,232,572,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,8,1950
2005,1,534477110,50,RL,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,GasA,0,SBrkr,1112,556,0,Ex,TA,6,Min2,0,NA,Y,0,0,0,0,0,MnPrv,3,1,1,1668,2009,9,WD ,Normal,140000,NA,0,0,NA,Attchd,1950,Unf,1,271,TA,TA,TA,TA,No,BLQ,120,Unf,0,736,856,0,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1.5Fin,6,8,1950
1996,1,534477270,80,RL,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,GasA,0,SBrkr,1661,0,0,Gd,Gd,8,Typ,1,TA,Y,0,28,0,0,178,MnPrv,3,1,0,1661,2008,10,WD ,Normal,165500,NA,0,0,NA,BuiltIn,1955,RFn,1,377,TA,TA,TA,TA,Av,BLQ,831,Unf,0,161,992,1,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SLvl,6,6,1955
1950,2,534478140,90,RL,Gable,Roll,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,GasA,0,FuseA,928,992,0,Gd,TA,10,Typ,0,NA,Y,0,0,0,0,0,NA,4,2,0,1920,2007,7,WD ,Normal,137000,NA,0,0,NA,Detchd,1948,Unf,2,400,TA,Fa,TA,TA,No,Rec,220,Unf,0,708,928,0,0,95,11345,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Normal,Duplex,2Story,5,5,1948
2007,1,534478230,20,RL,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,CBlock,GasA,0,SBrkr,1113,0,0,Gd,Gd,5,Typ,1,Gd,Y,0,80,120,0,0,NA,3,1,0,1113,2009,7,WD ,Normal,147000,NA,0,0,NA,Attchd,1950,Unf,1,264,TA,TA,TA,TA,No,ALQ,607,Unf,0,506,1113,0,0,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,1Story,5,7,1950
1950,1,534479120,50,RL,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,GasA,0,SBrkr,968,408,0,TA,TA,6,Typ,1,Gd,Y,0,0,0,0,0,NA,3,1,0,1376,2007,4,WD ,Normal,105000,NA,0,0,NA,Attchd,1941,Unf,1,240,TA,TA,TA,TA,No,Rec,368,BLQ,41,359,768,1,0,79,9492,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1.5Fin,5,5,1941
1950,1,534479130,50,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,0,FuseA,958,620,0,TA,Fa,5,Typ,2,TA,Y,0,0,32,0,0,MnPrv,3,1,0,1578,2006,8,WD ,Normal,133000,NA,0,0,NA,Attchd,1941,Unf,1,240,TA,TA,TA,TA,No,BLQ,403,Rec,165,238,806,1,0,79,9490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1.5Fin,6,7,1941
1995,1,534479140,70,RL,Gable,CompShg,MetalSd,MetalSd,Stone,224,TA,TA,CBlock,GasA,0,SBrkr,888,756,0,Ex,Gd,7,Typ,2,Gd,Y,168,0,0,0,0,NA,3,1,1,1644,2007,6,WD ,Normal,146500,NA,0,0,NA,Attchd,1942,Unf,1,312,TA,TA,TA,TA,No,LwQ,386,Unf,0,342,728,0,0,79,9480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,2Story,5,7,1942
1953,1,534479150,20,RL,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,88,TA,TA,CBlock,GasA,0,SBrkr,1036,0,0,Ex,TA,5,Typ,0,NA,Y,120,24,0,0,0,MnPrv,3,1,0,1036,2008,6,WD ,Normal,112900,NA,0,0,NA,Attchd,1953,RFn,1,312,TA,TA,TA,TA,No,LwQ,531,Unf,0,505,1036,0,0,63,7584,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Normal,1Fam,1Story,5,5,1953
1973,1,534479240,60,RL,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,GasA,0,FuseA,1024,704,0,Gd,TA,7,Min1,1,Gd,Y,245,60,0,0,0,MnPrv,3,1,1,1728,2006,7,WD ,Normal,137000,NA,0,0,NA,Attchd,1949,Unf,1,234,TA,TA,TA,TA,No,Unf,0,Unf,0,704,704,0,0,79,9462,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,2Story,5,6,1949
